id	family	shape	projection	workloadIdentity	outcome	rowCount	digest	latencyNanos	hitGraphIds	inputSourceCount	resetMode	graphWorkUnits	filteredNodeLimitFastPathExecutions	generalFallbackExecutions
or-four-broad-distinct-09	multi-keyword	or-four-broad-distinct-09	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	157870417	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-10	multi-keyword	or-four-broad-rows-10	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	16833917	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-10	multi-keyword	or-four-broad-distinct-10	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	162921917	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-11	multi-keyword	or-four-broad-rows-11	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	17330750	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-11	multi-keyword	or-four-broad-distinct-11	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	149119500	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-12	multi-keyword	or-four-broad-rows-12	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	13352000	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-12	multi-keyword	or-four-broad-distinct-12	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	159974875	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-13	multi-keyword	or-four-broad-rows-13	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15681041	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-13	multi-keyword	or-four-broad-distinct-13	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	163240500	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-14	multi-keyword	or-four-broad-rows-14	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	16382833	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-14	multi-keyword	or-four-broad-distinct-14	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	161175792	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-15	multi-keyword	or-four-broad-rows-15	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15569875	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-15	multi-keyword	or-four-broad-distinct-15	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	163894625	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-16	multi-keyword	or-four-broad-rows-16	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15236917	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-16	multi-keyword	or-four-broad-distinct-16	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	159470750	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-17	multi-keyword	or-four-broad-rows-17	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15360958	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-17	multi-keyword	or-four-broad-distinct-17	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	157251334	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-18	multi-keyword	or-four-broad-rows-18	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	16031000	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-18	multi-keyword	or-four-broad-distinct-18	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	161059917	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-19	multi-keyword	or-four-broad-rows-19	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	11221417	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-19	multi-keyword	or-four-broad-distinct-19	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	157868250	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-20	multi-keyword	or-four-broad-rows-20	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	14842667	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-20	multi-keyword	or-four-broad-distinct-20	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	145743959	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-21	multi-keyword	or-four-broad-rows-21	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15084959	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-21	multi-keyword	or-four-broad-distinct-21	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	163662333	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-22	multi-keyword	or-four-broad-rows-22	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	11713000	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-22	multi-keyword	or-four-broad-distinct-22	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	158691875	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-23	multi-keyword	or-four-broad-rows-23	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	14874417	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-23	multi-keyword	or-four-broad-distinct-23	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	157984500	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-24	multi-keyword	or-four-broad-rows-24	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	16216417	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-24	multi-keyword	or-four-broad-distinct-24	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	159592292	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-25	multi-keyword	or-four-broad-rows-25	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	16230959	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-25	multi-keyword	or-four-broad-distinct-25	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	159571250	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-26	multi-keyword	or-four-broad-rows-26	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15530792	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-26	multi-keyword	or-four-broad-distinct-26	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	160143125	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-27	multi-keyword	or-four-broad-rows-27	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	13959875	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-27	multi-keyword	or-four-broad-distinct-27	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	160781000	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-28	multi-keyword	or-four-broad-rows-28	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15551000	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-28	multi-keyword	or-four-broad-distinct-28	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	159421500	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-29	multi-keyword	or-four-broad-rows-29	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	13871209	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-29	multi-keyword	or-four-broad-distinct-29	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	163117291	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-30	multi-keyword	or-four-broad-rows-30	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	11812750	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-30	multi-keyword	or-four-broad-distinct-30	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	164080541	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-31	multi-keyword	or-four-broad-rows-31	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	13036084	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-31	multi-keyword	or-four-broad-distinct-31	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	160424708	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-32	multi-keyword	or-four-broad-rows-32	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	14762417	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-32	multi-keyword	or-four-broad-distinct-32	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	158710041	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-33	multi-keyword	or-four-broad-rows-33	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	16170500	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-33	multi-keyword	or-four-broad-distinct-33	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	159815875	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-34	multi-keyword	or-four-broad-rows-34	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	15522833	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-34	multi-keyword	or-four-broad-distinct-34	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	159180042	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-35	multi-keyword	or-four-broad-rows-35	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	14794792	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-35	multi-keyword	or-four-broad-distinct-35	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	144850209	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-36	multi-keyword	or-four-broad-rows-36	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	13785792	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-36	multi-keyword	or-four-broad-distinct-36	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	142726875	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-37	multi-keyword	or-four-broad-rows-37	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	9593541	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-37	multi-keyword	or-four-broad-distinct-37	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	141425750	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-38	multi-keyword	or-four-broad-rows-38	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	13162458	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-38	multi-keyword	or-four-broad-distinct-38	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	139867875	fixture-android-00	64	per-query-cold	57697051	1	0
or-four-broad-rows-39	multi-keyword	or-four-broad-rows-39	properties	3489777e91cc6a682479d8656ba97b33b9af0613d36efea0348a00e8ce5c5abc	success	200	140b3076907f55b10242b5bc310882d929d3aa5e851f9a44e1998729856bd8ad	13860833	fixture-android-00	64	per-query-cold	1152827	1	0
or-four-broad-distinct-39	multi-keyword	or-four-broad-distinct-39	distinct-properties	586913a4fdb2e9a5cae57d17f3c17f148e9b5c4ed35d337d7fb97d9cb512a2bb	success	200	49cffd06880788859569587f8f77a604a22e71ac9a1df0c256c4a8ac5db7f0a8	140942917	fixture-android-00	64	per-query-cold	57697051	1	0
