  PID  %CPU %MEM COMM
17655   0.0  0.0 /System/Library/PrivateFrameworks/GameControllerFoundation.framework/Versions/A/XPCServices/GameControllerConfigService.xpc/Contents/MacOS/GameControllerConfigService
17680   0.0  0.0 /System/Cryptexes/App/usr/libexec/com.apple.Safari.History
17761   0.0  0.0 /System/Library/Frameworks/AuthenticationServices.framework/Versions/A/XPCServices/com.apple.AuthenticationServices.Helper.xpc/Contents/MacOS/com.apple.AuthenticationServices.Helper
18348   0.0  0.1 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
18349   0.0  0.0 /Users/johnsonlee/.codex/plugins/cache/openai-bundled/chrome/latest/extension-host/macos/arm64/ChatGPT for Chrome
19166   0.0  0.0 /usr/libexec/PerfPowerServices
19569   0.0  0.0 adb
19691   0.0  0.0 /Users/johnsonlee/Library/Application Support/Google/Android File Transfer/Android File Transfer Agent.app/Contents/MacOS/Android File Transfer Agent
20224   0.0  0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
20243   0.0  0.0 /usr/libexec/dirhelper
21552   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
21774   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
21775   0.0  0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
21995   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
21996   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
21997   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
21998   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
22036   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
22245   0.0  0.0 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
22298   0.0  0.6 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
22420   0.0  0.4 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
22429   0.0  0.1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
22509   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
22510   0.0  0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
22513   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
22514   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
22515   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
22558   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
22637   0.0  0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
22680   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
22681   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
22682   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
22683   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
22687   0.0  0.4 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
22694   0.0  0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
22695   0.0  0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
22696   0.0  0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
24251   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
24252   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
24253   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
24873   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
24874   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
24875   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
25196   0.0  0.8 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
25410   0.0  0.8 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
30215   0.0  0.0 /Applications/ChatGPT.app/Contents/Frameworks/Sparkle.framework/Versions/B/Autoupdate
30216   0.0  0.0 /Users/johnsonlee/Library/Caches/com.openai.codex/org.sparkle-project.Sparkle/Launcher/KP5ZhkQBU/Updater.app/Contents/MacOS/Updater
30305   0.0  0.0 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdsync
33701   0.0  0.1 /Applications/Numbers.app/Contents/MacOS/Numbers
33721   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
33722   0.0  0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
33807   0.0  0.0 /Library/Developer/PrivateFrameworks/CoreDevice.framework/Versions/A/XPCServices/CoreDeviceService.xpc/Contents/MacOS/CoreDeviceService
33808   0.0  0.0 /Library/Apple/System/Library/PrivateFrameworks/RemotePairing.framework/Versions/A/XPCServices/remotepairingd.xpc/Contents/MacOS/remotepairingd
33809   0.0  0.0 /Library/Apple/System/Library/PrivateFrameworks/RemotePairing.framework/Versions/A/Resources/bin/RemotePairingDataVaultHelper
33816   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
37023   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
37024   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
37025   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
37125   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
37686   0.0  0.0 /System/Library/PrivateFrameworks/RemoteViewServices.framework/XPCServices/com.apple.security.pboxd.xpc/Contents/MacOS/com.apple.security.pboxd
38368   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
38369   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
38370   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
38416   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
39271   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
39272   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
39273   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
39274   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
39908   0.0  0.0 /usr/sbin/netbiosd
40649   0.0  0.1 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
41892   0.0  0.1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
41894   0.0  0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
42175   0.0  0.1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
42176   0.0  0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
42654   0.0  0.0 npm exec tsx -e import { parserFor } from './server/parsers/registry.ts'; const overlap=(a,b)=>a&&b&&a.page===b.page&&Math.max(a.x,b.x)<Math.min(a.x+a.width,b.x+b.width)&&Math.max(a.y,b.y)<Math.min(a.y+a.height,b.y+b.height); (async()=>{ const p=parserFor('HSBC HK','statement'); const r=await p.parse({filePath:'raw/HSBC-HK/2026-06-30_Statement.pdf', originalFilename:'2026-06-30_Statement.pdf', institution:'HSBC HK', documentType:'statement', mimeType:'application/pdf'}); const rows=r.transactions.map((t,i)=>({i:i+1,id:t.id,date:t.posted_date,text:t.source.text,loc:t.source.locator})).filter(x=>x.loc); let conflicts=[]; for(let i=0;i<rows.length;i++) for(let j=i+1;j<rows.length;j++) if(overlap(rows[i].loc, rows[j].loc)) conflicts.push([rows[i], rows[j]]); console.log(JSON.stringify({total:rows.length, conflicts:conflicts.slice(0,20).map(([a,b])=>({a:{i:a.i,date:a.date,text:a.text,loc:a.loc},b:{i:b.i,date:b.date,text:b.text,loc:b.loc}})), conflictCount:conflicts.length}, null, 2)); })();
42681   0.0  0.0 node
42682   0.0  0.0 /Users/johnsonlee/workspace/finance/node_modules/@esbuild/darwin-arm64/bin/esbuild
42683   0.0  0.0 /Users/johnsonlee/.nvm/versions/node/v20.19.6/bin/node
42779   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
42780   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
42781   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
42782   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
42872   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
43651   0.2  0.4 /System/Library/Frameworks/Virtualization.framework/Versions/A/XPCServices/com.apple.Virtualization.VirtualMachine.xpc/Contents/MacOS/com.apple.Virtualization.VirtualMachine
43658   0.0  0.0 ssh: /Users/johnsonlee/.colima/_lima/colima/ssh.sock [mux]
43869   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
43870   0.0  0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
44418   0.0  0.0 /usr/libexec/taskgated
44547   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
44548   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
44549   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
44634   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
44986   0.0  0.4 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
46566   0.0  0.0 npm exec tsx --eval import { parseHsbcStatementDocument } from './server/parser.ts'; (async () => { const parsed = await parseHsbcStatementDocument('raw/HSBC-HK/2026-06-30_Statement.pdf'); console.log(JSON.stringify(parsed.balances.filter(b=>b.product.includes('Time')).slice(0,20), null, 2)); })();
46614   0.0  0.0 node
46617   0.0  0.0 /Users/johnsonlee/workspace/finance/node_modules/@esbuild/darwin-arm64/bin/esbuild
46618   0.0  0.0 /Users/johnsonlee/.nvm/versions/node/v20.19.6/bin/node
46620   0.0  0.0 /Users/johnsonlee/workspace/finance/node_modules/@esbuild/darwin-arm64/bin/esbuild
46624   0.0  0.0 npm exec tsx --eval import { buildReportData } from './server/parser.ts'; (async () => { const report = await buildReportData('raw/HSBC-HK', null); const cats = new Map(); for (const tx of report.transactions) if (tx.account === 'USD Savings' && tx.direction === 'out') { const k = tx.category + '|' + tx.counterparty_account; const v = cats.get(k) ?? {count:0, amount:0}; v.count++; v.amount += Math.abs(tx.amount); cats.set(k, v); } console.log([...cats.entries()].sort((a,b)=>b[1].count-a[1].count).map(([k,v]) => ({k, count:v.count, amount:Number(v.amount.toFixed(2))}))); const td = report.transactions.filter(tx=>tx.category.includes('M-eM-.M^ZM-eM--M^X')); console.log('td tx', td.length, td.slice(0,20).map(tx=>({date:tx.date, account:tx.account, amount:tx.amount, category:tx.category, cp:tx.counterparty_account, ref:tx.counterparty_ref, flow:tx.flow_amount}))); })();
46649   0.0  0.0 node
46650   0.0  0.0 /Users/johnsonlee/workspace/finance/node_modules/@esbuild/darwin-arm64/bin/esbuild
46651   0.0  0.0 /Users/johnsonlee/.nvm/versions/node/v20.19.6/bin/node
47218   0.0  0.0 /usr/libexec/ioupsd
47952   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
47953   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
47954   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
48039   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
48592   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
48593   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
48594   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
48595   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
48657   0.0  0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
49255   0.0  0.0 /System/Library/ExtensionKit/Extensions/SiriCoreMetricsWorker.appex/Contents/MacOS/SiriCoreMetricsWorker
49257   0.0  0.0 /usr/libexec/dprivacyd
49259   0.0  0.0 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
49260   0.0  0.0 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
49261   0.0  0.0 /System/Library/ExtensionKit/Extensions/BitacoraWorker.appex/Contents/MacOS/BitacoraWorker
49339   0.0  0.0 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
49674   0.0  0.0 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
50053   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
50198   0.0  0.2 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
51039   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
51221   0.0  0.1 /opt/homebrew/bin/limactl
51227   0.8  3.0 /System/Library/Frameworks/Virtualization.framework/Versions/A/XPCServices/com.apple.Virtualization.VirtualMachine.xpc/Contents/MacOS/com.apple.Virtualization.VirtualMachine
51239   0.0  0.0 ssh: /Users/johnsonlee/.colima/_lima/colima-redroid/ssh.sock [mux]
58546   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
63173   0.0  0.0 /System/Library/CoreServices/ReportCrash
65064   0.5  0.7 /Applications/ChatGPT.app/Contents/MacOS/ChatGPT
65067   0.0  0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
65069   0.0  0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
65073   0.0  0.1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
65074   0.0  0.1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
65075   0.0  0.1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
65361   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/native/bare-modifier-monitor
65368   0.0  1.3 /Applications/ChatGPT.app/Contents/Resources/codex
65375   0.0  0.6 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
65376   0.0  2.2 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
65377   0.0  0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
65378   0.0  0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
65470   0.0  0.0 <defunct>
65499   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
65663   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
66397   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
66398   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
66682   0.0  0.0 /usr/sbin/BTLEServer
66715   0.0  0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
67170   0.0  0.0 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/PrintCore.framework/Versions/A/printtool
67292   0.0  0.1 /Applications/ChatGPT.app/Contents/Resources/codex-code-mode-host
68542   0.0  0.0 /usr/libexec/apfsd
69487   0.0  0.0 /System/Library/PrivateFrameworks/FileProviderDaemon.framework/XPCServices/AppStoreService.xpc/Contents/MacOS/AppStoreService
69769   0.0  0.0 /Users/johnsonlee/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/../node/bin/node
69825   0.0  0.0 node
72179   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
72180   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
72181   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
72182   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
72197   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
73849   0.0  0.4 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
73953   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
75018   0.0  0.0 /System/Library/PrivateFrameworks/MobileDevice.framework/Resources/MobileDeviceUpdater.app/Contents/MacOS/MobileDeviceUpdater
75278   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
76222   0.0  0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
76223   0.0  0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
76240   0.0  0.1 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer)
76241   0.0  0.1 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer)
77013   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
78400   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
78488   0.0  0.1 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer)
79710   0.0  0.0 /Applications/WeChat.app/Contents/Frameworks/wxocr
79711   0.0  0.0 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper.app/Contents/MacOS/WeChatAppEx Helper
79712   0.0  0.0 /Applications/WeChat.app/Contents/Frameworks/wxplayer
79713   0.0  0.0 /Applications/WeChat.app/Contents/MacOS/WeChatHelper.app/Contents/MacOS/WeChatHelper
79721   0.0  0.2 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer)
79722   0.0  0.1 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer)
80168   0.0  0.1 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
80170   0.0  0.1 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
81319   0.0  0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
82053   0.0  0.2 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
82141   0.0  0.0 /Applications/Claude.app/Contents/Helpers/chrome-native-host
82142   0.0  0.2 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
82794   0.0  0.6 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
83501   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
83502   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
83503   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
83504   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
83505   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
83809   0.0  0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
83812   0.0  0.0 /Applications/Codex.app/Contents/Frameworks/Codex Framework.framework/Versions/149.0.7827.197/Helpers/browser_crashpad_handler
83814   0.0  0.0 /Applications/Codex.app/Contents/Frameworks/Codex Framework.framework/Versions/149.0.7827.197/Helpers/browser_crashpad_handler
85356   0.0  0.1 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
85357   0.0  0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
88508   0.0  0.0 /usr/bin/ssh-agent
92039   0.0  0.0 /Applications/Xnip.app/Contents/MacOS/Xnip
92041   0.0  0.0 /Applications/Xnip.app/Contents/Library/LoginItems/XnipHelper.app/Contents/MacOS/XnipHelper
94661   0.6  0.4 /Applications/WeChat.app/Contents/MacOS/WeChat
94664   0.0  0.0 /Applications/WeChat.app/Contents/Frameworks/crashpad_handler
94666   0.0  0.1 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/MacOS/WeChatAppEx
94667   0.0  0.1 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper.app/Contents/MacOS/WeChatAppEx Helper
94668   0.0  0.1 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper.app/Contents/MacOS/WeChatAppEx Helper
94683   0.0  0.0 /Applications/WeChat.app/Contents/Frameworks/Sparkle.framework/Versions/B/Autoupdate
94684   0.0  0.0 /Users/johnsonlee/Library/Caches/com.tencent.xinWeChat/org.sparkle-project.Sparkle/Launcher/uzKJjSkpz/Updater.app/Contents/MacOS/Updater
95148   0.0  0.0 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
95153   0.0  0.0 /private/var/db/com.apple.xpc.roleaccountd.staging/exec/16777234.64339392.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.UpdateBrainService
96145   0.0  0.3 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.155/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
98102   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
98103   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
98104   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
98150   0.0  0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
