gc 142 @681.134s 1%: 0.10+293+0.014 ms clock, 1.6+0.16/1170/3180+0.22 ms cpu, 13948->14148->6177 MB, 15067 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 143 @685.510s 1%: 0.091+298+0.015 ms clock, 1.4+0.19/1193/3276+0.24 ms cpu, 11565->11785->6196 MB, 12355 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 144 @689.797s 1%: 0.10+297+0.011 ms clock, 1.6+0.26/1187/3258+0.18 ms cpu, 11571->11801->6205 MB, 12394 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 145 @694.082s 1%: 0.12+294+0.018 ms clock, 1.9+0.19/1176/3141+0.29 ms cpu, 11553->11774->6198 MB, 12412 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 146 @698.429s 1%: 0.12+293+0.015 ms clock, 2.0+0.18/1170/3205+0.24 ms cpu, 11538->11747->6186 MB, 12397 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 147 @702.637s 1%: 0.12+295+0.015 ms clock, 1.9+0.23/1180/3238+0.24 ms cpu, 11513->11757->6220 MB, 12372 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 148 @706.891s 1%: 0.12+294+0.011 ms clock, 2.0+0.20/1177/3224+0.18 ms cpu, 11529->11758->6205 MB, 12440 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 149 @711.163s 1%: 0.11+305+0.016 ms clock, 1.9+1.9/1221/3354+0.26 ms cpu, 11500->11731->6374 MB, 12411 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 150 @715.612s 1%: 0.10+331+0.015 ms clock, 1.7+0.24/1323/3609+0.24 ms cpu, 11807->12085->6780 MB, 12749 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 151 @720.518s 1%: 0.12+399+0.010 ms clock, 2.0+0.37/1592/4250+0.16 ms cpu, 12529->12790->7149 MB, 13562 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 152 @726.207s 1%: 0.13+444+0.017 ms clock, 2.1+0.20/1775/4714+0.28 ms cpu, 13192->13277->7415 MB, 14300 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 153 @732.945s 1%: 0.10+345+0.011 ms clock, 1.6+0.25/1379/3659+0.18 ms cpu, 13639->13837->6175 MB, 14831 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 154 @737.385s 1%: 0.11+302+0.017 ms clock, 1.7+0.30/1208/3088+0.27 ms cpu, 11421->11633->6188 MB, 12352 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 155 @741.601s 1%: 0.10+295+0.011 ms clock, 1.6+0.18/1179/3222+0.18 ms cpu, 11447->11677->6206 MB, 12378 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 156 @745.951s 1%: 0.12+296+0.015 ms clock, 1.9+0.21/1183/3243+0.25 ms cpu, 11554->11775->6197 MB, 12412 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 157 @750.241s 1%: 0.12+293+0.019 ms clock, 1.9+0.25/1173/3223+0.30 ms cpu, 11537->11759->6199 MB, 12394 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 158 @754.615s 1%: 0.13+294+0.017 ms clock, 2.1+0.19/1175/3221+0.27 ms cpu, 11541->11771->6206 MB, 12399 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 159 @758.874s 1%: 0.12+295+0.020 ms clock, 1.9+0.20/1174/3205+0.32 ms cpu, 11555->11786->6207 MB, 12413 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 160 @763.191s 1%: 0.12+305+0.023 ms clock, 2.0+0.25/1221/3250+0.37 ms cpu, 11555->11776->6345 MB, 12416 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 161 @767.652s 1%: 0.12+324+0.020 ms clock, 1.9+0.28/1297/3560+0.33 ms cpu, 11804->12046->6727 MB, 12691 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 162 @772.360s 1%: 0.12+352+0.011 ms clock, 1.9+0.25/1407/3836+0.17 ms cpu, 12503->12739->7103 MB, 13456 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 163 @777.354s 1%: 0.10+381+0.022 ms clock, 1.6+0.23/1523/4188+0.36 ms cpu, 13186->13444->7563 MB, 14206 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 164 @785.140s 1%: 0.094+292+0.023 ms clock, 1.5+0.17/1167/3205+0.37 ms cpu, 14028->14190->6140 MB, 15127 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 165 @790.780s 1%: 0.094+293+0.013 ms clock, 1.5+0.16/1170/3207+0.21 ms cpu, 11464->11632->6145 MB, 12281 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 166 @796.419s 1%: 0.12+292+0.022 ms clock, 2.0+0.14/1167/3201+0.35 ms cpu, 11475->11642->6144 MB, 12292 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 167 @802.236s 1%: 0.048+291+0.011 ms clock, 0.77+0.20/1165/3202+0.18 ms cpu, 11532->11702->6146 MB, 12289 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 168 @807.965s 1%: 0.14+291+0.017 ms clock, 2.2+0.21/1164/3199+0.27 ms cpu, 11537->11705->6146 MB, 12294 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 169 @813.918s 1%: 0.15+304+0.012 ms clock, 2.4+0.20/1211/3290+0.19 ms cpu, 11659->11828->6145 MB, 12293 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 170 @819.729s 1%: 0.14+292+0.025 ms clock, 2.3+0.25/1167/3205+0.40 ms cpu, 11658->11827->6147 MB, 12292 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 171 @825.557s 1%: 0.15+292+0.026 ms clock, 2.5+0.25/1169/3209+0.42 ms cpu, 11660->11827->6144 MB, 12294 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 172 @831.373s 1%: 0.15+290+0.015 ms clock, 2.4+0.25/1160/3186+0.25 ms cpu, 11654->11824->6147 MB, 12289 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 173 @837.257s 1%: 0.14+304+0.014 ms clock, 2.3+0.25/1219/3346+0.22 ms cpu, 11658->11833->6349 MB, 12294 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 174 @843.359s 1%: 0.15+333+0.015 ms clock, 2.4+0.41/1331/3561+0.24 ms cpu, 12038->12240->6689 MB, 12700 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 175 @849.690s 1%: 0.19+357+0.017 ms clock, 3.1+0.22/1426/3908+0.27 ms cpu, 12636->12837->7042 MB, 13380 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 176 @856.498s 1%: 0.14+388+0.012 ms clock, 2.2+0.16/1550/4090+0.19 ms cpu, 13293->13512->7437 MB, 14086 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 177 @864.970s 1%: 0.10+291+0.025 ms clock, 1.7+0.18/1165/3196+0.40 ms cpu, 14029->14189->6137 MB, 14874 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 178 @870.795s 1%: 0.10+292+0.016 ms clock, 1.7+0.24/1169/3195+0.25 ms cpu, 11604->11776->6150 MB, 12276 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 179 @876.576s 1%: 0.12+290+0.015 ms clock, 2.0+0.24/1159/3182+0.25 ms cpu, 11628->11795->6145 MB, 12301 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 180 @882.415s 1%: 0.044+293+0.017 ms clock, 0.70+0.17/1169/3205+0.27 ms cpu, 11647->11816->6146 MB, 12290 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 181 @888.328s 1%: 0.14+294+0.021 ms clock, 2.3+0.21/1174/3214+0.34 ms cpu, 11649->11825->6152 MB, 12292 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 182 @894.186s 1%: 0.19+295+0.014 ms clock, 3.1+0.19/1179/3221+0.22 ms cpu, 11649->11819->6146 MB, 12306 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 183 @900.003s 1%: 0.13+291+0.017 ms clock, 2.2+0.25/1166/3201+0.27 ms cpu, 11638->11818->6157 MB, 12294 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 184 @905.812s 1%: 0.14+293+0.015 ms clock, 2.3+0.23/1174/3218+0.24 ms cpu, 11642->11819->6154 MB, 12315 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 185 @911.630s 1%: 0.15+290+0.020 ms clock, 2.4+0.19/1158/3174+0.32 ms cpu, 11636->11789->6130 MB, 12309 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 186 @917.492s 1%: 0.13+294+0.025 ms clock, 2.2+0.18/1175/3224+0.40 ms cpu, 11587->11763->6175 MB, 12260 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 187 @923.390s 1%: 0.14+316+0.017 ms clock, 2.3+0.25/1262/3451+0.28 ms cpu, 11675->11857->6469 MB, 12351 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 188 @929.603s 1%: 0.15+336+0.019 ms clock, 2.4+0.22/1344/3690+0.30 ms cpu, 12223->12403->6799 MB, 12939 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 189 @936.091s 1%: 0.14+377+0.014 ms clock, 2.2+0.26/1505/3972+0.22 ms cpu, 12850->13055->7186 MB, 13600 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 190 @943.106s 1%: 0.11+408+0.020 ms clock, 1.9+0.25/1632/4486+0.33 ms cpu, 13583->13783->7559 MB, 14373 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 191 @951.932s 1%: 0.10+309+0.015 ms clock, 1.7+0.25/1236/3382+0.24 ms cpu, 14276->14443->6240 MB, 15118 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 192 @957.996s 1%: 0.11+324+0.016 ms clock, 1.8+0.25/1294/3540+0.26 ms cpu, 11829->12023->6562 MB, 12480 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 193 @964.293s 1%: 0.12+354+0.017 ms clock, 1.9+0.23/1412/3864+0.28 ms cpu, 12402->12613->6925 MB, 13125 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 194 @970.925s 1%: 0.15+376+0.021 ms clock, 2.4+0.20/1504/4133+0.33 ms cpu, 13062->13288->7311 MB, 13851 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 195 @979.062s 1%: 0.12+396+0.021 ms clock, 1.9+0.053/1586/4359+0.34 ms cpu, 13777->13894->7551 MB, 14623 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 196 @986.645s 1%: 0.12+293+0.012 ms clock, 2.0+0.15/1174/3225+0.20 ms cpu, 14208->14362->6132 MB, 15103 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 197 @992.490s 1%: 0.12+294+0.018 ms clock, 1.9+0.23/1176/3215+0.30 ms cpu, 11579->11762->6161 MB, 12266 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 198 @998.292s 1%: 0.12+298+0.028 ms clock, 1.9+0.17/1191/3170+0.45 ms cpu, 11636->11805->6146 MB, 12323 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 199 @1004.137s 1%: 0.15+291+0.027 ms clock, 2.5+0.22/1166/3205+0.43 ms cpu, 11606->11776->6148 MB, 12293 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 200 @1009.975s 1%: 0.15+300+0.014 ms clock, 2.4+0.17/1201/3157+0.22 ms cpu, 11614->11790->6153 MB, 12298 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 201 @1015.879s 1%: 0.14+292+0.011 ms clock, 2.3+0.21/1170/3213+0.17 ms cpu, 11623->11796->6150 MB, 12306 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 202 @1021.683s 1%: 0.14+292+0.015 ms clock, 2.3+0.26/1169/3209+0.24 ms cpu, 11618->11792->6151 MB, 12301 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 203 @1027.576s 1%: 0.14+293+0.008 ms clock, 2.3+0.26/1173/3223+0.12 ms cpu, 11652->11830->6155 MB, 12304 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 204 @1033.414s 1%: 0.14+292+0.014 ms clock, 2.3+0.23/1168/3200+0.22 ms cpu, 11644->11808->6142 MB, 12311 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 205 @1039.259s 1%: 0.14+293+0.025 ms clock, 2.3+0.21/1172/3217+0.41 ms cpu, 11617->11795->6156 MB, 12284 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 206 @1045.112s 1%: 0.14+296+0.014 ms clock, 2.3+0.18/1181/3230+0.23 ms cpu, 11646->11821->6152 MB, 12313 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 207 @1050.950s 1%: 0.16+296+0.014 ms clock, 2.7+0.23/1183/3218+0.22 ms cpu, 11638->11818->6156 MB, 12305 MB goal, 0 MB stacks, 0 MB globals, 16 P
gc 208 @1056.864s 1%: 0.14+295+0.013 ms clock, 2.3+0.17/1178/3193+0.21 ms cpu, 11646->11821->6152 MB, 12313 MB goal, 0 MB stacks, 0 MB globals, 16 P
