index	id	outcome	oldMainMs	oldGoMs	mainMs	goMs	goDeltaMs
537	graph-id-parameter-wrapped-contains-target-40-dense	success	0.090042	0.457833	0.078916	0.468708	0.010875
538	graph-id-parameter-wrapped-contains-target-41-zero	success	0.021167	0.292583	0.024875	0.285666	-0.006917
539	graph-id-parameter-wrapped-contains-target-41-targeted	success	0.021	0.304083	0.021708	0.306917	0.002834
540	graph-id-parameter-wrapped-contains-target-41-dense	success	0.091042	0.464458	0.073333	0.461083	-0.003375
541	graph-id-parameter-wrapped-contains-target-42-zero	success	0.027667	0.297208	0.035625	0.321417	0.024209
542	graph-id-parameter-wrapped-contains-target-42-targeted	success	0.05375	0.36425	0.052416	0.354625	-0.009625
543	graph-id-parameter-wrapped-contains-target-42-dense	success	0.122458	0.468417	0.074708	0.477708	0.009291
544	graph-id-parameter-wrapped-contains-target-43-zero	success	0.043375	0.296167	0.027292	0.286875	-0.009292
545	graph-id-parameter-wrapped-contains-target-43-targeted	success	0.028959	0.298334	0.032	0.315	0.016666
546	graph-id-parameter-wrapped-contains-target-43-dense	success	0.089125	0.478542	0.073959	0.459333	-0.019209
547	graph-id-parameter-wrapped-contains-target-44-zero	success	0.027375	0.297958	0.024375	0.284833	-0.013125
548	graph-id-parameter-wrapped-contains-target-44-targeted	success	0.023666	0.294834	0.024709	0.297667	0.002833
549	graph-id-parameter-wrapped-contains-target-44-dense	success	0.082208	0.454083	0.074542	0.471166	0.017083
550	graph-id-parameter-wrapped-contains-target-45-zero	success	0.036333	0.313417	0.023792	0.3015	-0.011917
551	graph-id-parameter-wrapped-contains-target-45-targeted	success	0.023125	0.298542	0.02575	0.296834	-0.001708
552	graph-id-parameter-wrapped-contains-target-45-dense	success	0.08475	0.452917	0.072667	0.480542	0.027625
553	graph-id-parameter-wrapped-contains-target-46-zero	success	0.024584	0.290167	0.023083	0.288541	-0.001626
554	graph-id-parameter-wrapped-contains-target-46-targeted	success	0.036542	0.335833	0.035959	0.327292	-0.008541
555	graph-id-parameter-wrapped-contains-target-46-dense	success	0.146083	0.543125	0.074708	0.461459	-0.081666
556	graph-id-parameter-wrapped-contains-target-47-zero	success	0.026292	0.296916	0.025958	0.295792	-0.001124
557	graph-id-parameter-wrapped-contains-target-47-targeted	success	0.059958	0.353875	0.047959	0.364458	0.010583
558	graph-id-parameter-wrapped-contains-target-47-dense	success	0.099375	0.467916	0.076875	0.475209	0.007293
559	graph-id-parameter-wrapped-contains-target-48-zero	success	0.037875	0.289667	0.080125	0.294458	0.004791
560	graph-id-parameter-wrapped-contains-target-48-targeted	success	0.03775	0.301625	0.025041	0.295292	-0.006333
561	graph-id-parameter-wrapped-contains-target-48-dense	success	0.095708	0.463625	0.071375	0.481542	0.017917
562	graph-id-parameter-wrapped-contains-target-49-zero	success	0.043625	0.289	0.0265	0.28525	-0.00375
563	graph-id-parameter-wrapped-contains-target-49-targeted	success	0.026541	0.294042	0.024542	0.293583	-0.000459
564	graph-id-parameter-wrapped-contains-target-49-dense	success	0.092166	0.464417	0.075083	0.45825	-0.006167
565	graph-id-parameter-wrapped-contains-target-50-zero	success	0.029333	0.292083	0.024791	0.298791	0.006708
566	graph-id-parameter-wrapped-contains-target-50-targeted	success	0.026542	0.284917	0.046833	0.293208	0.008291
567	graph-id-parameter-wrapped-contains-target-50-dense	success	0.118834	0.475291	0.072	0.468542	-0.006749
568	graph-id-parameter-wrapped-contains-target-51-zero	success	0.035958	0.292625	0.025375	0.308375	0.01575
569	graph-id-parameter-wrapped-contains-target-51-targeted	success	0.022583	0.28525	0.023625	0.299	0.01375
570	graph-id-parameter-wrapped-contains-target-51-dense	success	0.077459	0.454417	0.101625	0.468666	0.014249
571	graph-id-parameter-wrapped-contains-target-52-zero	success	0.030167	0.301792	0.02375	0.29675	-0.005042
572	graph-id-parameter-wrapped-contains-target-52-targeted	success	0.02625	0.299292	0.028041	0.2985	-0.000792
573	graph-id-parameter-wrapped-contains-target-52-dense	success	0.08	0.455375	0.069792	0.466209	0.010834
574	graph-id-parameter-wrapped-contains-target-53-zero	success	0.026167	0.281208	0.026417	0.294791	0.013583
575	graph-id-parameter-wrapped-contains-target-53-targeted	success	0.023917	0.305416	0.021542	0.299792	-0.005624
576	graph-id-parameter-wrapped-contains-target-53-dense	success	0.072292	0.449333	0.06875	0.47725	0.027917
577	graph-id-parameter-wrapped-contains-target-54-zero	success	0.025875	0.28075	0.043625	0.305334	0.024584
578	graph-id-parameter-wrapped-contains-target-54-targeted	success	0.034167	0.290083	0.030417	0.297459	0.007376
579	graph-id-parameter-wrapped-contains-target-54-dense	success	0.086541	0.459333	0.08075	0.45875	-0.000583
580	graph-id-parameter-wrapped-contains-target-55-zero	success	0.021625	0.282584	0.031583	0.289625	0.007041
581	graph-id-parameter-wrapped-contains-target-55-targeted	success	0.0255	0.300917	0.025625	0.307709	0.006792
582	graph-id-parameter-wrapped-contains-target-55-dense	success	0.07225	0.46575	0.164042	0.477958	0.012208
583	graph-id-parameter-wrapped-contains-target-56-zero	success	0.023834	0.303167	0.082792	0.284917	-0.01825
584	graph-id-parameter-wrapped-contains-target-56-targeted	success	0.02875	0.292792	0.034625	0.2845	-0.008292
585	graph-id-parameter-wrapped-contains-target-56-dense	success	0.078583	0.464958	0.10275	0.463083	-0.001875
586	graph-id-parameter-wrapped-contains-target-57-zero	success	0.021875	0.290083	0.027292	0.299584	0.009501
587	graph-id-parameter-wrapped-contains-target-57-targeted	success	0.027208	0.295875	0.035667	0.296625	0.00075
588	graph-id-parameter-wrapped-contains-target-57-dense	success	0.080584	0.468708	0.094333	0.47975	0.011042
589	graph-id-parameter-wrapped-contains-target-58-zero	success	0.022416	0.345208	0.035583	0.285375	-0.059833
590	graph-id-parameter-wrapped-contains-target-58-targeted	success	0.022125	0.511625	0.027834	0.30225	-0.209375
591	graph-id-parameter-wrapped-contains-target-58-dense	success	0.071958	0.488917	0.092375	0.478625	-0.010292
592	graph-id-parameter-wrapped-contains-target-59-zero	success	0.022416	0.319542	0.027459	0.28575	-0.033792
593	graph-id-parameter-wrapped-contains-target-59-targeted	success	0.109041	0.303292	0.030333	0.299584	-0.003708
594	graph-id-parameter-wrapped-contains-target-59-dense	success	0.14725	0.459334	0.106042	0.469959	0.010625
595	graph-id-parameter-wrapped-contains-target-60-zero	success	0.034792	0.531375	0.025958	0.288292	-0.243083
596	graph-id-parameter-wrapped-contains-target-60-targeted	success	0.03275	0.369708	0.025958	0.66075	0.291042
597	graph-id-parameter-wrapped-contains-target-60-dense	success	0.092834	0.521875	0.101834	0.483583	-0.038292
598	graph-id-parameter-wrapped-contains-target-61-zero	success	0.029042	0.344625	0.023875	0.313125	-0.0315
599	graph-id-parameter-wrapped-contains-target-61-targeted	success	0.031208	0.341958	0.031125	0.30925	-0.032708
600	graph-id-parameter-wrapped-contains-target-61-dense	success	0.081042	0.528708	0.080583	0.466625	-0.062083
601	graph-id-parameter-wrapped-contains-target-62-zero	success	0.031709	0.36775	0.023042	0.289	-0.07875
602	graph-id-parameter-wrapped-contains-target-62-targeted	success	0.028125	0.31	0.022583	0.28975	-0.02025
603	graph-id-parameter-wrapped-contains-target-62-dense	success	0.09075	0.496625	0.091125	0.46825	-0.028375
604	graph-id-parameter-wrapped-contains-target-63-zero	success	0.061875	0.357625	0.02725	0.295	-0.062625
605	graph-id-parameter-wrapped-contains-target-63-targeted	success	0.02425	0.30475	0.027042	0.292875	-0.011875
606	graph-id-parameter-wrapped-contains-target-63-dense	success	0.076833	0.496584	0.082167	0.467083	-0.029501
607	request-selected-source-wrapped-contains-target-00-zero	success	0.071625	0.304	0.084208	0.272375	-0.031625
608	request-selected-source-wrapped-contains-target-00-targeted	success	0.046791	0.312292	0.045583	0.282875	-0.029417
609	request-selected-source-wrapped-contains-target-00-dense	success	0.089333	0.472917	0.112833	0.440375	-0.032542
610	request-selected-source-wrapped-contains-target-01-zero	success	0.037916	0.299917	0.020041	0.2655	-0.034417
611	request-selected-source-wrapped-contains-target-01-targeted	success	0.034	0.313333	0.090125	0.27225	-0.041083
612	request-selected-source-wrapped-contains-target-01-dense	success	0.104791	0.472458	0.105375	0.43675	-0.035708
613	request-selected-source-wrapped-contains-target-02-zero	success	0.035458	0.347416	0.036333	0.256542	-0.090874
614	request-selected-source-wrapped-contains-target-02-targeted	success	0.033917	0.312958	0.032209	0.286375	-0.026583
615	request-selected-source-wrapped-contains-target-02-dense	success	0.077291	0.455791	0.08725	0.443208	-0.012583
616	request-selected-source-wrapped-contains-target-03-zero	success	0.025417	0.293875	0.028542	0.26575	-0.028125
617	request-selected-source-wrapped-contains-target-03-targeted	success	0.024416	0.31775	0.028917	0.264834	-0.052916
618	request-selected-source-wrapped-contains-target-03-dense	success	0.074584	0.444917	0.081667	0.4265	-0.018417
619	request-selected-source-wrapped-contains-target-04-zero	success	0.029125	0.293583	0.025834	0.26175	-0.031833
620	request-selected-source-wrapped-contains-target-04-targeted	success	0.028292	0.296875	0.065875	0.284833	-0.012042
621	request-selected-source-wrapped-contains-target-04-dense	success	0.253917	0.451917	0.318583	0.43575	-0.016167
622	request-selected-source-wrapped-contains-target-05-zero	success	0.038458	0.304583	0.038792	0.265292	-0.039291
623	request-selected-source-wrapped-contains-target-05-targeted	success	0.03525	0.331542	0.040292	0.29675	-0.034792
624	request-selected-source-wrapped-contains-target-05-dense	success	0.091041	0.488917	0.088375	0.445583	-0.043334
625	request-selected-source-wrapped-contains-target-06-zero	success	0.030792	0.279625	0.035292	0.268167	-0.011458
626	request-selected-source-wrapped-contains-target-06-targeted	success	0.025708	0.291833	0.024583	0.267916	-0.023917
627	request-selected-source-wrapped-contains-target-06-dense	success	0.075	0.467583	0.082167	0.424834	-0.042749
628	request-selected-source-wrapped-contains-target-07-zero	success	0.0275	0.292166	0.027583	0.256125	-0.036041
629	request-selected-source-wrapped-contains-target-07-targeted	success	0.029833	0.281459	0.025833	0.265417	-0.016042
630	request-selected-source-wrapped-contains-target-07-dense	success	0.109042	0.468833	0.075709	0.414625	-0.054208
631	request-selected-source-wrapped-contains-target-08-zero	success	0.027625	0.286958	0.024166	0.254625	-0.032333
632	request-selected-source-wrapped-contains-target-08-targeted	success	0.021084	0.286625	0.025458	0.269875	-0.01675
633	request-selected-source-wrapped-contains-target-08-dense	success	0.078375	0.4625	0.085583	0.427375	-0.035125
634	request-selected-source-wrapped-contains-target-09-zero	success	0.025708	0.301125	0.028834	0.261542	-0.039583
635	request-selected-source-wrapped-contains-target-09-targeted	success	0.024834	0.281833	0.024333	0.271083	-0.01075
636	request-selected-source-wrapped-contains-target-09-dense	success	0.075375	0.487625	0.074041	0.430625	-0.057
637	request-selected-source-wrapped-contains-target-10-zero	success	0.02875	0.330042	0.023083	0.262834	-0.067208
638	request-selected-source-wrapped-contains-target-10-targeted	success	0.02375	0.284458	0.023875	0.273708	-0.01075
639	request-selected-source-wrapped-contains-target-10-dense	success	0.072292	0.469125	0.077208	0.438041	-0.031084
640	request-selected-source-wrapped-contains-target-11-zero	success	0.024625	0.305	0.023416	0.27725	-0.02775
641	request-selected-source-wrapped-contains-target-11-targeted	success	0.025	0.283833	0.021417	0.280667	-0.003166
642	request-selected-source-wrapped-contains-target-11-dense	success	0.113	0.469541	0.075417	0.439625	-0.029916
643	request-selected-source-wrapped-contains-target-12-zero	success	0.031792	0.297375	0.024167	0.268209	-0.029166
644	request-selected-source-wrapped-contains-target-12-targeted	success	0.026917	0.286083	0.023584	0.270625	-0.015458
645	request-selected-source-wrapped-contains-target-12-dense	success	0.093916	0.45025	0.082584	0.438084	-0.012166
646	request-selected-source-wrapped-contains-target-13-zero	success	0.021917	0.3185	0.030792	0.26075	-0.05775
647	request-selected-source-wrapped-contains-target-13-targeted	success	0.02975	0.3025	0.02875	0.265042	-0.037458
648	request-selected-source-wrapped-contains-target-13-dense	success	0.108875	0.477542	0.092333	0.438375	-0.039167
649	request-selected-source-wrapped-contains-target-14-zero	success	0.03025	0.306708	0.044209	0.260584	-0.046124
650	request-selected-source-wrapped-contains-target-14-targeted	success	0.020292	0.277709	0.023917	0.273958	-0.003751
651	request-selected-source-wrapped-contains-target-14-dense	success	0.088	0.460167	0.087417	0.440583	-0.019584
652	request-selected-source-wrapped-contains-target-15-zero	success	0.022792	0.293625	0.035875	0.265542	-0.028083
653	request-selected-source-wrapped-contains-target-15-targeted	success	0.02075	0.28925	0.0185	0.272833	-0.016417
654	request-selected-source-wrapped-contains-target-15-dense	success	0.092084	0.441375	0.075833	0.455583	0.014208
655	request-selected-source-wrapped-contains-target-16-zero	success	0.020375	0.307541	0.020542	0.322583	0.015042
656	request-selected-source-wrapped-contains-target-16-targeted	success	0.01925	0.290792	0.024167	0.282041	-0.008751
657	request-selected-source-wrapped-contains-target-16-dense	success	0.084708	0.45475	0.067917	0.427625	-0.027125
658	request-selected-source-wrapped-contains-target-17-zero	success	0.020709	0.285959	0.022375	0.282875	-0.003084
659	request-selected-source-wrapped-contains-target-17-targeted	success	0.023291	0.303667	0.021208	0.292417	-0.01125
660	request-selected-source-wrapped-contains-target-17-dense	success	0.08975	0.455958	0.07025	0.425959	-0.029999
661	request-selected-source-wrapped-contains-target-18-zero	success	0.023375	0.310917	0.020333	0.26525	-0.045667
662	request-selected-source-wrapped-contains-target-18-targeted	success	0.024125	0.315209	0.030625	0.280084	-0.035125
663	request-selected-source-wrapped-contains-target-18-dense	success	0.095083	0.481292	0.075792	0.431583	-0.049709
664	request-selected-source-wrapped-contains-target-19-zero	success	0.076	0.327667	0.040708	0.255083	-0.072584
665	request-selected-source-wrapped-contains-target-19-targeted	success	0.054625	0.301458	0.027875	0.280208	-0.02125
666	request-selected-source-wrapped-contains-target-19-dense	success	0.098208	0.437708	0.072791	0.422125	-0.015583
667	request-selected-source-wrapped-contains-target-20-zero	success	0.050125	0.267209	0.02225	0.267708	0.000499
668	request-selected-source-wrapped-contains-target-20-targeted	success	0.03525	0.282792	0.022833	0.268083	-0.014709
669	request-selected-source-wrapped-contains-target-20-dense	success	0.078417	0.441292	0.072458	0.417791	-0.023501
670	request-selected-source-wrapped-contains-target-21-zero	success	0.112333	0.255333	0.027542	0.282709	0.027376
671	request-selected-source-wrapped-contains-target-21-targeted	success	0.026667	0.269333	0.027667	0.284708	0.015375
672	request-selected-source-wrapped-contains-target-21-dense	success	0.074125	0.44525	0.077583	0.46	0.01475
673	request-selected-source-wrapped-contains-target-22-zero	success	0.027667	0.291292	0.021542	0.263084	-0.028208
674	request-selected-source-wrapped-contains-target-22-targeted	success	0.028334	0.293458	0.022875	0.281166	-0.012292
675	request-selected-source-wrapped-contains-target-22-dense	success	0.083125	0.453125	0.077708	0.437083	-0.016042
676	request-selected-source-wrapped-contains-target-23-zero	success	0.025917	0.27075	0.020041	0.271917	0.001167
677	request-selected-source-wrapped-contains-target-23-targeted	success	0.024666	0.281209	0.022041	0.283625	0.002416
678	request-selected-source-wrapped-contains-target-23-dense	success	0.085916	0.4425	0.072334	0.426833	-0.015667
679	request-selected-source-wrapped-contains-target-24-zero	success	0.078542	0.541916	0.044333	0.2545	-0.287416
680	request-selected-source-wrapped-contains-target-24-targeted	success	0.050125	0.330875	0.045167	0.2755	-0.055375
681	request-selected-source-wrapped-contains-target-24-dense	success	0.074375	0.500167	0.074	0.43075	-0.069417
682	request-selected-source-wrapped-contains-target-25-zero	success	0.028292	0.314583	0.02125	0.254	-0.060583
683	request-selected-source-wrapped-contains-target-25-targeted	success	0.038667	0.355791	0.030875	0.285584	-0.070207
684	request-selected-source-wrapped-contains-target-25-dense	success	0.0675	0.468916	0.077333	0.4295	-0.039416
685	request-selected-source-wrapped-contains-target-26-zero	success	0.024792	0.266875	0.0495	0.265916	-0.000959
686	request-selected-source-wrapped-contains-target-26-targeted	success	0.046375	0.281917	0.063458	0.272291	-0.009626
687	request-selected-source-wrapped-contains-target-26-dense	success	0.077917	0.452417	0.079667	0.421667	-0.03075
688	request-selected-source-wrapped-contains-target-27-zero	success	0.020791	0.257416	0.023958	0.258792	0.001376
689	request-selected-source-wrapped-contains-target-27-targeted	success	0.043833	0.287959	0.060583	0.294875	0.006916
690	request-selected-source-wrapped-contains-target-27-dense	success	0.072	0.429542	0.072458	0.425333	-0.004209
691	request-selected-source-wrapped-contains-target-28-zero	success	0.01925	0.265	0.021833	0.270833	0.005833
692	request-selected-source-wrapped-contains-target-28-targeted	success	0.02225	0.2965	0.023667	0.281708	-0.014792
693	request-selected-source-wrapped-contains-target-28-dense	success	0.068292	0.444084	0.079833	0.41775	-0.026334
694	request-selected-source-wrapped-contains-target-29-zero	success	0.024625	0.267291	0.019959	0.266542	-0.000749
695	request-selected-source-wrapped-contains-target-29-targeted	success	0.021208	0.279916	0.023541	0.272416	-0.0075
696	request-selected-source-wrapped-contains-target-29-dense	success	0.071	0.45825	0.069333	0.433416	-0.024834
697	request-selected-source-wrapped-contains-target-30-zero	success	0.019834	0.2665	0.026958	0.265042	-0.001458
698	request-selected-source-wrapped-contains-target-30-targeted	success	0.022417	0.274083	0.021583	0.286458	0.012375
699	request-selected-source-wrapped-contains-target-30-dense	success	0.096291	0.429125	0.093083	0.421125	-0.008
700	request-selected-source-wrapped-contains-target-31-zero	success	0.025208	0.281167	0.037833	0.269208	-0.011959
701	request-selected-source-wrapped-contains-target-31-targeted	success	0.020375	0.270708	0.028209	0.270791	8.3e-05
702	request-selected-source-wrapped-contains-target-31-dense	success	0.078	0.436416	0.083875	0.418042	-0.018374
703	request-selected-source-wrapped-contains-target-32-zero	success	0.02275	0.267125	0.023	0.256458	-0.010667
704	request-selected-source-wrapped-contains-target-32-targeted	success	0.020875	0.290375	0.02125	0.283167	-0.007208
705	request-selected-source-wrapped-contains-target-32-dense	success	0.067208	0.47325	0.069167	0.448958	-0.024292
706	request-selected-source-wrapped-contains-target-33-zero	success	0.018459	0.26225	0.018833	0.258208	-0.004042
707	request-selected-source-wrapped-contains-target-33-targeted	success	0.021417	0.291708	0.026709	0.280875	-0.010833
708	request-selected-source-wrapped-contains-target-33-dense	success	0.065959	0.446875	0.0795	0.431417	-0.015458
709	request-selected-source-wrapped-contains-target-34-zero	success	0.020833	0.265333	0.024375	0.261208	-0.004125
710	request-selected-source-wrapped-contains-target-34-targeted	success	0.021417	0.285625	0.026333	0.278333	-0.007292
711	request-selected-source-wrapped-contains-target-34-dense	success	0.069709	0.452667	0.076667	0.462	0.009333
712	request-selected-source-wrapped-contains-target-35-zero	success	0.021583	0.262166	0.032459	0.267833	0.005667
713	request-selected-source-wrapped-contains-target-35-targeted	success	0.018709	0.286834	0.022834	0.274292	-0.012542
714	request-selected-source-wrapped-contains-target-35-dense	success	0.073458	0.468	0.067292	0.431417	-0.036583
715	request-selected-source-wrapped-contains-target-36-zero	success	0.021917	0.253209	0.021791	0.268583	0.015374
716	request-selected-source-wrapped-contains-target-36-targeted	success	0.020292	0.282584	0.022666	0.279	-0.003584
717	request-selected-source-wrapped-contains-target-36-dense	success	0.066541	0.413708	0.070542	0.425	0.011292
718	request-selected-source-wrapped-contains-target-37-zero	success	0.020958	0.275625	0.021458	0.290916	0.015291
719	request-selected-source-wrapped-contains-target-37-targeted	success	0.033292	0.321375	0.038791	0.329958	0.008583
720	request-selected-source-wrapped-contains-target-37-dense	success	0.089875	0.422584	0.067208	0.429333	0.006749
721	request-selected-source-wrapped-contains-target-38-zero	success	0.021625	0.288083	0.021	0.264292	-0.023791
722	request-selected-source-wrapped-contains-target-38-targeted	success	0.023709	0.28675	0.023584	0.273875	-0.012875
723	request-selected-source-wrapped-contains-target-38-dense	success	0.063375	0.490166	0.0775	0.426834	-0.063332
724	request-selected-source-wrapped-contains-target-39-zero	success	0.02075	0.282791	0.023792	0.257917	-0.024874
725	request-selected-source-wrapped-contains-target-39-targeted	success	0.020542	0.286541	0.024708	0.275625	-0.010916
726	request-selected-source-wrapped-contains-target-39-dense	success	0.081	0.434166	0.066292	0.403625	-0.030541
727	request-selected-source-wrapped-contains-target-40-zero	success	0.027917	0.278458	0.024708	0.26725	-0.011208
728	request-selected-source-wrapped-contains-target-40-targeted	success	0.02175	0.294625	0.021459	0.2755	-0.019125
729	request-selected-source-wrapped-contains-target-40-dense	success	0.064125	0.442292	0.067625	0.417542	-0.02475
730	request-selected-source-wrapped-contains-target-41-zero	success	0.018666	0.269333	0.023083	0.254708	-0.014625
731	request-selected-source-wrapped-contains-target-41-targeted	success	0.023667	0.308959	0.026667	0.273208	-0.035751
732	request-selected-source-wrapped-contains-target-41-dense	success	0.070709	0.446625	0.074208	0.409291	-0.037334
733	request-selected-source-wrapped-contains-target-42-zero	success	0.022541	0.267875	0.02975	0.252625	-0.01525
734	request-selected-source-wrapped-contains-target-42-targeted	success	0.037208	0.341333	0.039583	0.321667	-0.019666
735	request-selected-source-wrapped-contains-target-42-dense	success	0.073417	0.455458	0.081708	0.413791	-0.041667
736	request-selected-source-wrapped-contains-target-43-zero	success	0.019625	0.2745	0.022125	0.269958	-0.004542
737	request-selected-source-wrapped-contains-target-43-targeted	success	0.02125	0.288083	0.022958	0.282709	-0.005374
738	request-selected-source-wrapped-contains-target-43-dense	success	0.070542	0.437375	0.073666	0.415917	-0.021458
739	request-selected-source-wrapped-contains-target-44-zero	success	0.033584	0.278292	0.025458	0.259333	-0.018959
740	request-selected-source-wrapped-contains-target-44-targeted	success	0.036958	0.295792	0.025	0.281625	-0.014167
741	request-selected-source-wrapped-contains-target-44-dense	success	0.081208	0.436833	0.068083	0.41425	-0.022583
742	request-selected-source-wrapped-contains-target-45-zero	success	0.021833	0.270833	0.020333	0.263292	-0.007541
743	request-selected-source-wrapped-contains-target-45-targeted	success	0.023292	0.280958	0.022625	0.269167	-0.011791
744	request-selected-source-wrapped-contains-target-45-dense	success	0.072708	0.467084	0.0705	0.409209	-0.057875
745	request-selected-source-wrapped-contains-target-46-zero	success	0.023542	0.274917	0.022458	0.257125	-0.017792
746	request-selected-source-wrapped-contains-target-46-targeted	success	0.031	0.327458	0.0395	0.315292	-0.012166
747	request-selected-source-wrapped-contains-target-46-dense	success	0.068917	0.447708	0.075333	0.434417	-0.013291
748	request-selected-source-wrapped-contains-target-47-zero	success	0.018542	0.26525	0.025333	0.270125	0.004875
749	request-selected-source-wrapped-contains-target-47-targeted	success	0.039708	0.330916	0.041792	0.329334	-0.001582
750	request-selected-source-wrapped-contains-target-47-dense	success	0.066084	0.432708	0.083792	0.422208	-0.0105
751	request-selected-source-wrapped-contains-target-48-zero	success	0.0255	0.264833	0.035125	0.267875	0.003042
752	request-selected-source-wrapped-contains-target-48-targeted	success	0.020958	0.298292	0.023041	0.277375	-0.020917
753	request-selected-source-wrapped-contains-target-48-dense	success	0.085	0.441709	0.069709	0.4155	-0.026209
754	request-selected-source-wrapped-contains-target-49-zero	success	0.02775	0.258834	0.022333	0.269042	0.010208
755	request-selected-source-wrapped-contains-target-49-targeted	success	0.024334	0.2695	0.025833	0.274167	0.004667
756	request-selected-source-wrapped-contains-target-49-dense	success	0.07375	0.436208	0.068209	0.413292	-0.022916
757	request-selected-source-wrapped-contains-target-50-zero	success	0.025416	0.256417	0.022208	0.263791	0.007374
758	request-selected-source-wrapped-contains-target-50-targeted	success	0.026417	0.27225	0.021167	0.273792	0.001542
759	request-selected-source-wrapped-contains-target-50-dense	success	0.12225	0.42075	0.112333	0.417042	-0.003708
760	request-selected-source-wrapped-contains-target-51-zero	success	0.044334	0.278167	0.019042	0.256375	-0.021792
761	request-selected-source-wrapped-contains-target-51-targeted	success	0.028	0.289667	0.018334	0.269917	-0.01975
762	request-selected-source-wrapped-contains-target-51-dense	success	0.067541	0.422958	0.06825	0.455125	0.032167
763	request-selected-source-wrapped-contains-target-52-zero	success	0.033709	0.2695	0.022708	0.3805	0.111
764	request-selected-source-wrapped-contains-target-52-targeted	success	0.026791	0.274041	0.020834	0.332666	0.058625
765	request-selected-source-wrapped-contains-target-52-dense	success	0.078292	0.415958	0.058292	0.500291	0.084333
766	request-selected-source-wrapped-contains-target-53-zero	success	0.022334	0.328541	0.021625	0.444042	0.115501
767	request-selected-source-wrapped-contains-target-53-targeted	success	0.022791	0.325458	0.024792	0.300333	-0.025125
768	request-selected-source-wrapped-contains-target-53-dense	success	0.079459	0.432541	0.071042	0.455375	0.022834
769	request-selected-source-wrapped-contains-target-54-zero	success	0.024083	0.283417	0.019334	0.296292	0.012875
770	request-selected-source-wrapped-contains-target-54-targeted	success	0.020875	0.290083	0.0235	0.29125	0.001167
771	request-selected-source-wrapped-contains-target-54-dense	success	0.076208	0.43625	0.07325	0.438208	0.001958
772	request-selected-source-wrapped-contains-target-55-zero	success	0.021583	0.266959	0.019125	0.349333	0.082374
773	request-selected-source-wrapped-contains-target-55-targeted	success	0.029209	0.290166	0.028417	0.306875	0.016709
774	request-selected-source-wrapped-contains-target-55-dense	success	0.0665	0.450167	0.111041	0.473708	0.023541
775	request-selected-source-wrapped-contains-target-56-zero	success	0.059167	0.290416	0.042375	0.293625	0.003209
776	request-selected-source-wrapped-contains-target-56-targeted	success	0.055958	0.305916	0.027375	0.292166	-0.01375
777	request-selected-source-wrapped-contains-target-56-dense	success	0.0615	0.429541	0.083708	0.448458	0.018917
778	request-selected-source-wrapped-contains-target-57-zero	success	0.027958	0.280375	0.020833	0.269084	-0.011291
779	request-selected-source-wrapped-contains-target-57-targeted	success	0.022917	0.278	0.027542	0.284333	0.006333
780	request-selected-source-wrapped-contains-target-57-dense	success	0.073541	0.444209	0.085083	0.435417	-0.008792
781	request-selected-source-wrapped-contains-target-58-zero	success	0.053417	0.273583	0.050291	0.282084	0.008501
782	request-selected-source-wrapped-contains-target-58-targeted	success	0.04125	0.298583	0.027709	0.2825	-0.016083
783	request-selected-source-wrapped-contains-target-58-dense	success	0.080333	0.433042	0.091875	0.434166	0.001124
784	request-selected-source-wrapped-contains-target-59-zero	success	0.066542	0.2715	0.024208	0.26925	-0.00225
785	request-selected-source-wrapped-contains-target-59-targeted	success	0.027541	0.287208	0.031125	0.321041	0.033833
786	request-selected-source-wrapped-contains-target-59-dense	success	0.072042	0.441708	0.10175	0.448125	0.006417
787	request-selected-source-wrapped-contains-target-60-zero	success	0.019667	0.271208	0.028	0.275625	0.004417
788	request-selected-source-wrapped-contains-target-60-targeted	success	0.0275	0.294083	0.02725	0.296291	0.002208
789	request-selected-source-wrapped-contains-target-60-dense	success	0.065	0.448042	0.091541	0.453875	0.005833
790	request-selected-source-wrapped-contains-target-61-zero	success	0.024208	0.265292	0.036875	0.292084	0.026792
791	request-selected-source-wrapped-contains-target-61-targeted	success	0.022792	0.280625	0.032875	0.295459	0.014834
792	request-selected-source-wrapped-contains-target-61-dense	success	0.067958	0.448	0.081125	0.444166	-0.003834
793	request-selected-source-wrapped-contains-target-62-zero	success	0.018875	0.283167	0.023208	0.292542	0.009375
794	request-selected-source-wrapped-contains-target-62-targeted	success	0.024042	0.284958	0.022042	0.290208	0.00525
795	request-selected-source-wrapped-contains-target-62-dense	success	0.067833	0.453667	0.082417	0.459375	0.005708
796	request-selected-source-wrapped-contains-target-63-zero	success	0.022542	0.26425	0.032875	0.293	0.02875
797	request-selected-source-wrapped-contains-target-63-targeted	success	0.017917	0.306792	0.029125	0.303334	-0.003458
798	request-selected-source-wrapped-contains-target-63-dense	success	0.061791	0.4365	0.083375	0.44225	0.00575
799	contains-and-zero	success	2.446541	2.92425	2.140958	3.24425	0.32
800	contains-and-targeted	success	259.814792	249.885584	268.46975	252.159583	2.273999
801	contains-and-dense	success	23.413792	58.247292	22.989625	58.773792	0.5265
802	contains-and-or-zero	success	1.089666	3.066708	1.095084	2.9065	-0.160208
803	contains-and-or-targeted	success	183.713209	400.884416	162.438083	403.489375	2.604959
804	contains-and-or-dense	success	12.42925	39.295833	11.573792	38.93575	-0.360083
